station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
CHU;02.01.2000 04:00;1.1;0.8;1.2;0.1;0;92.2;6.1;;;;;;;3.9;236;1.7;6.1;14;;;;;0;;1;;;;;0;
CHU;02.01.2000 05:00;1.1;0.9;1.4;0.1;0;91;6;;;;;;;3.9;230;1.8;6.5;14;;;;;0;;-1;;;;;0;
CHU;02.01.2000 06:00;1.1;0.9;1.2;0.1;0.1;91.5;6;;;;;;;4;230;1.9;6.8;14.4;;;;;0.1;;-1;;;;;0;
CHU;02.01.2000 07:00;1;0.9;1.1;0.1;0;91.7;6;;;;;;;4.1;227;2;7.2;14.8;;;;;0.2;;4;;;;;0;
CHU;02.01.2000 08:00;1.4;1.1;1.5;0.5;0.2;88.8;6;;;;;;;4.1;225;2;7.2;14.8;;;;;0;;39;;;;;0;
CHU;02.01.2000 09:00;1.7;1.4;2.1;1;0.6;85.8;5.9;;;;;;;4;225;2;7.2;14.4;;;;;0;;96;;;;;0;
CHU;02.01.2000 10:00;2.5;2;3;1.9;0.8;79.8;5.8;;;;;;;3.6;228;1.7;6.1;13;;;;;0;;219;;;;;48;
CHU;02.01.2000 11:00;3.6;2.8;4.2;4.1;3.3;73.2;5.8;;;;;;;3.3;231;1.4;5;11.9;;;;;0;;330;;;;;60;
CHU;02.01.2000 12:00;4.2;3.8;4.5;4.4;4.1;71.8;5.9;;;;;;;2.9;241;1.1;4;10.4;;;;;0;;308;;;;;60;
CHU;02.01.2000 13:00;4.6;4.2;4.9;5.1;4.7;69.6;5.9;;;;;;;2.6;247;0.8;2.9;9.4;;;;;0;;250;;;;;60;
CHU;02.01.2000 14:00;4.3;3.5;4.7;4.2;3;68.7;5.7;;;;;;;2.2;270;0.6;2.2;7.9;;;;;0;;141;;;;;60;
CHU;02.01.2000 15:00;2.7;1.8;3.7;1;-0.4;74.9;5.6;;;;;;;2;270;0.5;1.8;7.2;;;;;0;;30;;;;;20;
CHU;02.01.2000 16:00;1.5;0;2.5;-1.2;-2.8;79;5.4;;;;;;;2;236;0.7;2.5;7.2;;;;;0;;-1;;;;;0;
CHU;02.01.2000 17:00;-0.3;-1;0.1;-2.9;-3.4;83.8;5;;;;;;;2.2;196;1.1;4;7.9;;;;;0;;-2;;;;;0;
CHU;02.01.2000 18:00;0.2;-0.3;0.5;-2.3;-3.1;84.4;5.2;;;;;;;2.5;185;1.5;5.4;9;;;;;0;;-1;;;;;0;
CHU;02.01.2000 19:00;0.4;-1.6;1.1;-1.9;-3.7;75.9;4.8;;;;;;;2.8;180;1.9;6.8;10.1;;;;;0;;-2;;;;;0;
CHU;02.01.2000 20:00;0.8;0.3;1.2;-1.1;-1.4;71.3;4.6;;;;;;;3.1;180;2.2;7.9;11.2;;;;;0;;-2;;;;;0;
CHU;02.01.2000 21:00;0.5;-0.2;0.8;-1.4;-2.4;71.4;4.5;;;;;;;3.4;180;2.5;9;12.2;;;;;0;;0;;;;;0;
CHU;02.01.2000 22:00;0.2;-0.3;0.6;-1.6;-2.1;70.3;4.4;;;;;;;3.6;183;2.3;8.3;13;;;;;0;;-3;;;;;0;
CHU;02.01.2000 23:00;0;-0.4;0.3;-1.8;-2.3;69.5;4.3;;;;;;;3.8;189;2;7.2;13.7;;;;;0;;-2;;;;;0;
CHU;03.01.2000 00:00;-0.2;-0.8;0.2;-1.7;-2.5;69.2;4.2;;;;;;;3.9;198;1.7;6.1;14;;;;;0;;-2;;;;;0;
CHU;03.01.2000 01:00;-0.6;-1.1;0;-2.5;-3;70.7;4.1;;;;;;;3.8;212;1.3;4.7;13.7;;;;;0;;0;;;;;0;
CHU;03.01.2000 02:00;-0.6;-1.3;-0.2;-2.4;-3.3;69.7;4.1;;;;;;;3;229;1;3.6;10.8;;;;;0;;-3;;;;;0;
CHU;03.01.2000 03:00;-1;-1.4;-0.7;-2.8;-3.2;71.1;4;;;;;;;1.4;315;0.5;1.8;5;;;;;0;;1;;;;;0;
CHU;03.01.2000 04:00;-1.2;-1.6;-0.7;-3.4;-4.1;72;4;;;;;;;1;315;0.3;1.1;3.6;;;;;0;;-1;;;;;0;
CHU;03.01.2000 05:00;-2;-2.4;-1.2;-4.3;-4.8;74.3;3.9;;;;;;;1;297;0.2;0.7;3.6;;;;;0;;1;;;;;0;
CHU;03.01.2000 06:00;-2;-2.3;-1.6;-4.8;-5.4;75.5;4;;;;;;;1.1;360;0.2;0.7;4;;;;;0;;-1;;;;;0;
CHU;03.01.2000 07:00;-2;-2.4;-1.8;-4.3;-4.7;75.9;4;;;;;;;1.3;360;0.2;0.7;4.7;;;;;0;;6;;;;;0;
CHU;03.01.2000 08:00;-2.5;-3;-1.7;-4.7;-5.4;77.3;4;;;;;;;1.6;14;0.3;1.1;5.8;;;;;0;;25;;;;;0;
CHU;03.01.2000 09:00;-1.5;-2.2;-1.1;-3;-4.3;74.4;4.1;;;;;;;1.8;27;0.4;1.4;6.5;;;;;0;;100;;;;;22;
CHU;03.01.2000 10:00;0.3;-0.8;1.2;0.1;-1.8;67.9;4.2;;;;;;;2.1;30;0.5;1.8;7.6;;;;;0;;231;;;;;50;
CHU;03.01.2000 11:00;2.5;1.6;3.2;3.4;2.5;59.9;4.4;;;;;;;2.4;34;0.6;2.2;8.6;;;;;0;;338;;;;;60;
CHU;03.01.2000 12:00;3.5;3.2;3.9;4;3.5;56.6;4.5;;;;;;;2.7;34;0.8;2.9;9.7;;;;;0;;325;;;;;60;
CHU;03.01.2000 13:00;4.2;3.9;4.5;4.8;4.3;56.7;4.7;;;;;;;3;45;1;3.6;10.8;;;;;0;;259;;;;;60;
CHU;03.01.2000 14:00;4.1;3.7;4.5;4.3;3.6;59.7;4.9;;;;;;;3.2;162;1.2;4.3;11.5;;;;;0;;155;;;;;60;
CHU;03.01.2000 15:00;1.8;0.6;3.6;-0.4;-2.2;70.9;4.9;;;;;;;3.5;189;1.5;5.4;12.6;;;;;0;;35;;;;;24;
CHU;03.01.2000 16:00;0;-0.8;0.6;-3.5;-4.6;78.9;4.8;;;;;;;3;194;1.3;4.7;10.8;;;;;0;;1;;;;;0;
CHU;03.01.2000 17:00;-1.1;-2;0;-4.3;-5.7;81.7;4.6;;;;;;;2.3;198;1;3.6;8.3;;;;;0;;-1;;;;;0;
CHU;03.01.2000 18:00;-0.9;-2;0.1;-4;-5.6;81.5;4.7;;;;;;;1.6;211;0.7;2.5;5.8;;;;;0;;0;;;;;0;
CHU;03.01.2000 19:00;-0.3;-0.8;0.2;-2.9;-3.4;78.3;4.7;;;;;;;1;243;0.5;1.8;3.6;;;;;0;;-1;;;;;0;
CHU;03.01.2000 20:00;-0.5;-1;0;-3.1;-4;76.4;4.5;;;;;;;1;292;0.5;1.8;3.6;;;;;0;;-1;;;;;0;
CHU;03.01.2000 21:00;-0.1;-0.9;0.3;-2.5;-3.5;73.4;4.4;;;;;;;1.3;311;0.7;2.5;4.7;;;;;0;;0;;;;;0;
CHU;03.01.2000 22:00;-0.1;-0.5;0.4;-2.5;-3;71.6;4.3;;;;;;;1.7;318;1;3.6;6.1;;;;;0;;-2;;;;;0;
CHU;03.01.2000 23:00;-0.2;-0.8;0.1;-2.6;-3.2;71.1;4.3;;;;;;;2.2;321;1.3;4.7;7.9;;;;;0;;-1;;;;;0;
CHU;04.01.2000 00:00;-0.3;-0.7;0.5;-2.1;-2.5;69.8;4.2;;;;;;;2.7;324;1.6;5.8;9.7;;;;;0;;-1;;;;;0;
CHU;04.01.2000 01:00;-0.4;-0.7;-0.1;-2.8;-3.4;68.3;4.1;;;;;;;3.2;324;1.9;6.8;11.5;;;;;0;;0;;;;;0;
CHU;04.01.2000 02:00;-1.4;-2.5;-0.3;-4.4;-5.7;71.9;4;;;;;;;3.7;326;2.2;7.9;13.3;;;;;0;;-1;;;;;0;
CHU;04.01.2000 03:00;-2.2;-2.8;-1.2;-5.3;-6;77.2;4;;;;;;;4.1;325;2.3;8.3;14.8;;;;;0;;0;;;;;0;
CHU;04.01.2000 04:00;-3.8;-4.7;-3.1;-7.2;-8.1;82.1;3.8;;;;;;;4.3;326;2.4;8.6;15.5;;;;;0;;1;;;;;0;
CHU;04.01.2000 05:00;-4.6;-5.4;-3.4;-8.1;-8.6;84.7;3.7;;;;;;;4;319;2;7.2;14.4;;;;;0;;0;;;;;0;
CHU;04.01.2000 06:00;-4.7;-6.4;-3.4;-7.9;-9.2;88;3.8;;;;;;;3;180;1;3.6;10.8;;;;;0;;0;;;;;0;
CHU;04.01.2000 07:00;-5.7;-7.1;-4.9;-9.1;-10.1;87.9;3.5;;;;;;;2.8;180;0.8;2.9;10.1;;;;;0;;8;;;;;0;
CHU;04.01.2000 08:00;-5.3;-6;-4.4;-8.1;-8.9;85.4;3.5;;;;;;;2.9;189;0.9;3.2;10.4;;;;;0;;24;;;;;0;
CHU;04.01.2000 09:00;-3.7;-4.1;-2.9;-5.8;-6.7;79.9;3.7;;;;;;;3.1;214;1.1;4;11.2;;;;;0;;94;;;;;19;
CHU;04.01.2000 10:00;-1.7;-2.8;-0.6;-3.1;-4.8;72.2;3.9;;;;;;;3.4;225;1.4;5;12.2;;;;;0;;230;;;;;52;
CHU;04.01.2000 11:00;0.6;-0.2;1.5;0.5;-0.8;63.9;4.1;;;;;;;3.9;208;1.6;5.8;14;;;;;0;;340;;;;;60;
CHU;04.01.2000 12:00;2.3;1.7;3;2.9;2.2;58.1;4.2;;;;;;;4.1;207;1.7;6.1;14.8;;;;;0;;328;;;;;60;
CHU;04.01.2000 13:00;3.6;3.4;3.8;4.1;3.8;53.8;4.3;;;;;;;5.2;197;1.7;6.1;18.7;;;;;0;;262;;;;;60;
CHU;04.01.2000 14:00;3.4;2.9;3.9;3.3;1.9;56.5;4.4;;;;;;;2.9;209;1.1;4;10.4;;;;;0;;157;;;;;60;
CHU;04.01.2000 15:00;1.7;-0.2;3.1;-1;-3.7;64.2;4.4;;;;;;;2.9;186;1.1;4;10.4;;;;;0;;37;;;;;25;
CHU;04.01.2000 16:00;-0.7;-1.6;0.2;-4.1;-4.9;73;4.3;;;;;;;3.4;197;1.4;5;12.2;;;;;0;;2;;;;;0;
CHU;04.01.2000 17:00;-0.6;-0.9;-0.2;-3.4;-3.8;76.2;4.5;;;;;;;2.9;180;0.8;2.9;10.4;;;;;0;;1;;;;;0;
CHU;04.01.2000 18:00;-1;-2.1;-0.2;-3.3;-3.9;78.6;4.5;;;;;;;3;175;1.2;4.3;10.8;;;;;0;;2;;;;;0;
CHU;04.01.2000 19:00;-0.7;-1.3;-0.1;-2.5;-3;77.4;4.5;;;;;;;3.5;195;1.6;5.8;12.6;;;;;0;;1;;;;;0;
CHU;04.01.2000 20:00;-0.7;-1.1;-0.1;-2.6;-3.1;77.6;4.5;;;;;;;4.8;201;2;7.2;17.3;;;;;0;;0;;;;;0;
CHU;04.01.2000 21:00;-0.3;-0.7;0.3;-2;-2.3;75.4;4.5;;;;;;;4.7;225;1.7;6.1;16.9;;;;;0;;1;;;;;0;
CHU;04.01.2000 22:00;0.6;0.1;1;-0.8;-1.1;72.6;4.6;;;;;;;4.6;197;1.5;5.4;16.6;;;;;0;;2;;;;;0;
CHU;04.01.2000 23:00;1.1;1;1.3;0;-0.2;70.8;4.7;;;;;;;3.8;168;1.5;5.4;13.7;;;;;0;;3;;;;;0;
CHU;05.01.2000 00:00;1;0.6;1.2;0;-0.4;72.8;4.8;;;;;;;5;177;2.2;7.9;18;;;;;0;;3;;;;;0;
CHU;05.01.2000 01:00;1.1;0.7;1.6;0;-0.6;71.9;4.7;;;;;;;4;202;1.7;6.1;14.4;;;;;0;;3;;;;;0;
CHU;05.01.2000 02:00;1;0.7;1.3;0.1;0;72.6;4.8;;;;;;;3.7;199;1.9;6.8;13.3;;;;;0;;2;;;;;0;
CHU;05.01.2000 03:00;1.2;0.7;1.7;-0.2;-0.5;72;4.8;;;;;;;3.9;196;1.9;6.8;14;;;;;0;;0;;;;;0;
CHU;05.01.2000 04:00;0.7;-0.3;1.1;-1.3;-2.1;72.6;4.7;;;;;;;3.9;201;1.8;6.5;14;;;;;0;;1;;;;;0;
CHU;05.01.2000 05:00;0.7;0.2;1.1;-0.8;-1.9;75.3;4.8;;;;;;;2.3;124;0.6;2.2;8.3;;;;;0;;-1;;;;;0;
CHU;05.01.2000 06:00;0.4;-0.3;0.7;-0.8;-1.6;78.8;4.9;;;;;;;2.2;194;0.5;1.8;7.9;;;;;0;;0;;;;;0;
CHU;05.01.2000 07:00;0.6;0.4;0.8;-0.2;-0.5;76.8;4.9;;;;;;;3.9;202;1.6;5.8;14;;;;;0;;5;;;;;0;
CHU;05.01.2000 08:00;1;0.6;1.3;0.8;0.4;75.7;5;;;;;;;3.1;204;1.3;4.7;11.2;;;;;0;;34;;;;;0;
CHU;05.01.2000 09:00;1.6;1.4;1.9;1.9;1.4;72.9;5;;;;;;;3.3;200;1.5;5.4;11.9;;;;;0;;79;;;;;0;
CHU;05.01.2000 10:00;2.7;1.8;3.4;3.7;2;68.1;5;;;;;;;3.6;198;1.3;4.7;13;;;;;0;;192;;;;;16;
CHU;05.01.2000 11:00;3.7;3.4;4.2;5.1;4.7;63.9;5.1;;;;;;;3.7;217;1.1;4;13.3;;;;;0;;249;;;;;9;
CHU;05.01.2000 12:00;5.2;4.8;5.5;5.9;5.4;57.4;5.1;;;;;;;2.9;217;1.1;4;10.4;;;;;0;;312;;;;;58;
CHU;05.01.2000 13:00;5.8;5.4;6.2;6.7;6.4;55.8;5.1;;;;;;;2.4;238;1;3.6;8.6;;;;;0;;254;;;;;60;
CHU;05.01.2000 14:00;5.5;5.1;5.9;5.6;4.6;64.9;5.8;;;;;;;3.3;191;1.5;5.4;11.9;;;;;0;;149;;;;;60;
CHU;05.01.2000 15:00;3.9;3.2;5;2.2;0.8;73.4;5.9;;;;;;;4.2;189;1.8;6.5;15.1;;;;;0;;35;;;;;26;
CHU;05.01.2000 16:00;2.7;2.1;3.2;0.5;0.1;77.1;5.7;;;;;;;4.6;200;2.4;8.6;16.6;;;;;0;;-1;;;;;0;
CHU;05.01.2000 17:00;2;1.4;2.2;-0.3;-1.3;79.9;5.7;;;;;;;5.2;197;2.4;8.6;18.7;;;;;0;;-2;;;;;0;
CHU;05.01.2000 18:00;1.8;1.4;2.2;-0.6;-1.2;80;5.6;;;;;;;6.1;201;2.6;9.4;22;;;;;0;;-3;;;;;0;
CHU;05.01.2000 19:00;1.9;1.6;2.2;-0.2;-0.5;79.2;5.5;;;;;;;7.8;207;3.1;11.2;28.1;;;;;0;;-2;;;;;0;
CHU;05.01.2000 20:00;2.3;1.9;2.5;0.3;-0.1;76.2;5.5;;;;;;;6.8;211;2.9;10.4;24.5;;;;;0;;-3;;;;;0;
CHU;05.01.2000 21:00;2.5;2.2;2.7;0.6;0.1;73.8;5.4;;;;;;;7.9;211;3.6;13;28.4;;;;;0;;-2;;;;;0;
CHU;05.01.2000 22:00;2.3;1.7;2.9;0.3;-0.3;73;5.3;;;;;;;8;202;3.6;13;28.8;;;;;0;;-3;;;;;0;
CHU;05.01.2000 23:00;2.7;1.8;3.2;0.9;-0.1;69.2;5.1;;;;;;;8.2;201;3.4;12.2;29.5;;;;;0;;-2;;;;;0;
CHU;06.01.2000 00:00;2.1;1.5;2.4;0.1;-0.6;70.7;5;;;;;;;7.6;215;2.8;10.1;27.4;;;;;0;;-2;;;;;0;
CHU;06.01.2000 01:00;2.1;1.6;2.5;0;-0.9;68.9;4.9;;;;;;;8.6;210;3;10.8;31;;;;;0;;-3;;;;;0;
CHU;06.01.2000 02:00;1.7;1.3;2.3;-0.4;-0.9;68.6;4.8;;;;;;;6.8;201;2.8;10.1;24.5;;;;;0;;-2;;;;;0;
CHU;06.01.2000 03:00;1.7;1.2;2.3;-0.2;-0.7;67;4.6;;;;;;;5.4;207;2.5;9;19.4;;;;;0;;-3;;;;;0;
CHU;06.01.2000 04:00;1.6;1.3;1.9;-0.6;-0.9;66.7;4.6;;;;;;;6.4;198;3;10.8;23;;;;;0;;0;;;;;0;
CHU;06.01.2000 05:00;1.6;1.2;1.9;-1.4;-2.2;66.3;4.6;;;;;;;4.6;187;1.8;6.5;16.6;;;;;0;;0;;;;;0;
CHU;06.01.2000 06:00;-0.7;-1.6;0;-4.1;-4.9;79.1;4.6;;;;;;;1.8;18;0.5;1.8;6.5;;;;;0;;2;;;;;0;
CHU;06.01.2000 07:00;-2;-2.8;-1.1;-5.2;-6.1;85.2;4.5;;;;;;;1.9;22;0.6;2.2;6.8;;;;;0;;6;;;;;0;
CHU;06.01.2000 08:00;-2.3;-2.5;-2.1;-5.3;-5.9;87.8;4.5;;;;;;;1;360;0.2;0.7;3.6;;;;;0;;26;;;;;0;
CHU;06.01.2000 09:00;-1.1;-3.1;0.9;-3.6;-5.6;81;4.6;;;;;;;3;162;1;3.6;10.8;;;;;0;;98;;;;;20;
CHU;06.01.2000 10:00;1.3;0.9;1.8;0.5;-1;70.2;4.7;;;;;;;2.7;204;1.1;4;9.7;;;;;0;;226;;;;;52;
CHU;06.01.2000 11:00;2.9;2.4;3.6;4;3.1;63.5;4.8;;;;;;;2.5;209;1.1;4;9;;;;;0;;339;;;;;60;
CHU;06.01.2000 12:00;4.5;3.5;4.9;5.2;4.8;58.9;5;;;;;;;2.9;207;1.2;4.3;10.4;;;;;0;;324;;;;;60;
CHU;06.01.2000 13:00;5.4;5;6.2;5.7;4.8;56.5;5.1;;;;;;;6;24;2.2;7.9;21.6;;;;;0;;225;;;;;56;
CHU;06.01.2000 14:00;4.4;3.7;4.8;3.5;2.5;62.7;5.2;;;;;;;5.8;23;2.6;9.4;20.9;;;;;0;;106;;;;;6;
CHU;06.01.2000 15:00;3.1;2.8;3.5;1.2;0.3;72.4;5.5;;;;;;;3.8;13;1.5;5.4;13.7;;;;;0;;29;;;;;0;
CHU;06.01.2000 16:00;1.2;0.3;2.1;-1.7;-3.1;81.2;5.4;;;;;;;2;45;0.7;2.5;7.2;;;;;0;;2;;;;;0;
CHU;06.01.2000 17:00;0.3;0;0.5;-3.3;-3.9;82.3;5.1;;;;;;;2.3;214;0.8;2.9;8.3;;;;;0;;0;;;;;0;
CHU;06.01.2000 18:00;0.5;0.1;0.7;-2.8;-3.5;81.8;5.2;;;;;;;3;190;1.1;4;10.8;;;;;0;;0;;;;;0;
CHU;06.01.2000 19:00;0.2;-0.6;1;-2.7;-3.2;82.1;5.1;;;;;;;2.9;184;1.3;4.7;10.4;;;;;0;;0;;;;;0;
CHU;06.01.2000 20:00;-0.8;-1.3;0.4;-3.8;-4.4;84.7;4.9;;;;;;;1.7;198;0.4;1.4;6.1;;;;;0;;2;;;;;0;
CHU;06.01.2000 21:00;-1.1;-2.2;-0.1;-4.4;-4.9;85.2;4.8;;;;;;;2.7;180;0.6;2.2;9.7;;;;;0;;0;;;;;0;
CHU;06.01.2000 22:00;-0.9;-1.9;-0.5;-3.6;-4.4;85.8;4.9;;;;;;;2.9;187;0.9;3.2;10.4;;;;;0;;0;;;;;0;
CHU;06.01.2000 23:00;-0.5;-1.2;0.3;-2.6;-3;84.7;5;;;;;;;2.1;214;0.6;2.2;7.6;;;;;0;;1;;;;;0;
CHU;07.01.2000 00:00;-0.8;-1.3;-0.4;-3.3;-3.7;84.6;4.9;;;;;;;1.7;225;0.4;1.4;6.1;;;;;0;;2;;;;;0;
CHU;07.01.2000 01:00;-0.6;-1.3;0.1;-3.4;-4.2;83.5;4.9;;;;;;;2.3;202;0.8;2.9;8.3;;;;;0;;0;;;;;0;
CHU;07.01.2000 02:00;-1.7;-2.3;-0.8;-4.5;-4.7;85.4;4.6;;;;;;;1.9;207;0.5;1.8;6.8;;;;;0;;1;;;;;0;
CHU;07.01.2000 03:00;-1.6;-2.3;-0.6;-4.1;-4.5;84.2;4.6;;;;;;;2.7;194;0.9;3.2;9.7;;;;;0;;1;;;;;0;
CHU;07.01.2000 04:00;-1.6;-2.3;-1;-4.1;-4.5;85;4.6;;;;;;;3;231;0.7;2.5;10.8;;;;;0;;-1;;;;;0;
CHU;07.01.2000 05:00;-1.1;-2.5;-0.2;-3.4;-4.2;82;4.6;;;;;;;2.7;185;1.2;4.3;9.7;;;;;0;;1;;;;;0;
CHU;07.01.2000 06:00;-0.6;-1.1;-0.2;-3;-3.3;78.3;4.6;;;;;;;3.9;197;1.4;5;14;;;;;0;;0;;;;;0;
CHU;07.01.2000 07:00;-0.7;-1.1;-0.4;-3.3;-3.8;78.5;4.6;;;;;;;2.9;185;1.2;4.3;10.4;;;;;0;;11;;;;;0;
CHU;07.01.2000 08:00;-0.7;-1.1;-0.1;-3.9;-4.8;78;4.5;;;;;;;2.3;164;0.9;3.2;8.3;;;;;0;;31;;;;;0;
CHU;07.01.2000 09:00;-0.5;-1.6;0.8;-3;-4.6;75.2;4.4;;;;;;;3.6;188;1.7;6.1;13;;;;;0;;96;;;;;22;
CHU;07.01.2000 10:00;1.7;0.7;2.5;0.3;-1.3;65.1;4.5;;;;;;;4.8;204;2;7.2;17.3;;;;;0;;222;;;;;53;
CHU;07.01.2000 11:00;3.8;3;4.5;4.3;2.5;55.7;4.5;;;;;;;2.6;216;0.9;3.2;9.4;;;;;0;;332;;;;;60;
CHU;07.01.2000 12:00;5.5;5.2;5.7;5.8;5;49.7;4.5;;;;;;;3.5;203;1.4;5;12.6;;;;;0;;323;;;;;60;
CHU;07.01.2000 13:00;6.5;6.1;6.7;7.1;6.8;44.9;4.3;;;;;;;3.3;196;0.7;2.5;11.9;;;;;0;;260;;;;;60;
CHU;07.01.2000 14:00;6.2;5.8;6.7;6;4.8;50.5;4.8;;;;;;;3.5;27;1.8;6.5;12.6;;;;;0;;155;;;;;60;
CHU;07.01.2000 15:00;4.4;3.1;5.7;1.9;-0.5;59.1;5;;;;;;;2.6;15;1.2;4.3;9.4;;;;;0;;38;;;;;27;
CHU;07.01.2000 16:00;1.9;0.5;2.8;-1.8;-3.7;68.7;4.8;;;;;;;2.9;24;1;3.6;10.4;;;;;0;;1;;;;;0;
CHU;07.01.2000 17:00;-0.5;-1.6;0.4;-4.2;-4.8;76.7;4.5;;;;;;;1.9;207;0.5;1.8;6.8;;;;;0;;1;;;;;0;
CHU;07.01.2000 18:00;-0.7;-0.9;-0.3;-4.3;-4.8;79.3;4.6;;;;;;;2.3;217;1;3.6;8.3;;;;;0;;-1;;;;;0;
